action_type,injurytime_play,mins,minsec,ot_id,ot_outcome,player_id,secs,team_id,competition,kickoff,match_id,loc_x,loc_y
Possession,,61,3681,1,1,82,21,49,data/epl,2017-09-11 20:00:00 +0100,32934,15.2,41.9
Defense,,61,3665,10,1,729,5,49,data/epl,2017-09-11 20:00:00 +0100,32934,21.8,35.4
Possession,,60,3652,1,0,8088,52,309,data/epl,2017-09-11 20:00:00 +0100,32934,82.2,86.8
Defense,,60,3635,7,1,9470,35,49,data/epl,2017-09-11 20:00:00 +0100,32934,22.2,53.8
Possession,,60,3627,44,0,10072,27,309,data/epl,2017-09-11 20:00:00 +0100,32934,83.0,48.4
Possession,,60,3621,1,1,11309,21,309,data/epl,2017-09-11 20:00:00 +0100,32934,99.5,0.5
Defense,,69,4190,7,1,1174,50,49,data/epl,2017-09-11 20:00:00 +0100,32934,48.4,85.6
Possession,,69,4141,1,1,15004,1,309,data/epl,2017-09-11 20:00:00 +0100,32934,11.8,29.8
Defense,,68,4138,11,0,15004,58,309,data/epl,2017-09-11 20:00:00 +0100,32934,2.5,37.7
Possession,,68,4137,44,0,729,57,49,data/epl,2017-09-11 20:00:00 +0100,32934,97.0,66.7
Possession,,68,4135,1,0,10560,55,49,data/epl,2017-09-11 20:00:00 +0100,32934,99.4,0.3
Possession,,68,4100,6,1,10560,20,49,data/epl,2017-09-11 20:00:00 +0100,32934,99.2,42.0
Possession,,68,4100,6,0,10803,20,309,data/epl,2017-09-11 20:00:00 +0100,32934,0.8,58.0
Possession,,68,4097,1,0,10560,17,49,data/epl,2017-09-11 20:00:00 +0100,32934,83.1,87.8
Defense,,68,4093,7,0,20871,13,309,data/epl,2017-09-11 20:00:00 +0100,32934,28.9,48.8
Possession,,68,4088,44,0,10955,8,49,data/epl,2017-09-11 20:00:00 +0100,32934,67.7,41.4
Possession,,68,4083,1,0,82,3,49,data/epl,2017-09-11 20:00:00 +0100,32934,4.8,56.0
Defense,,67,4041,45,0,544,21,49,data/epl,2017-09-11 20:00:00 +0100,32934,27.1,7.7
Possession,,67,4028,61,1,925,8,49,data/epl,2017-09-11 20:00:00 +0100,32934,43.6,83.7
Possession,,67,4022,1,1,15004,2,309,data/epl,2017-09-11 20:00:00 +0100,32934,10.6,40.3
Defense,,65,3940,7,1,2948,40,49,data/epl,2017-09-11 20:00:00 +0100,32934,12.4,4.8
Defense,,74,4442,4,0,729,2,49,data/epl,2017-09-11 20:00:00 +0100,32934,40.8,2.2
Defense,,74,4442,4,1,8088,2,309,data/epl,2017-09-11 20:00:00 +0100,32934,59.2,97.8
Defense,,74,4440,45,0,729,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,40.6,1.9
Defense,,73,4435,45,0,544,55,49,data/epl,2017-09-11 20:00:00 +0100,32934,70.6,21.2
Possession,,73,4431,1,1,15004,51,309,data/epl,2017-09-11 20:00:00 +0100,32934,13.5,43.3
Defense,,73,4418,7,0,10504,38,309,data/epl,2017-09-11 20:00:00 +0100,32934,42.8,2.3
Defense,,73,4403,7,0,11309,23,309,data/epl,2017-09-11 20:00:00 +0100,32934,60.6,10.3
Possession,,71,4268,1,1,15004,8,309,data/epl,2017-09-11 20:00:00 +0100,32934,9.4,58.2
Possession,,71,4263,61,0,925,3,49,data/epl,2017-09-11 20:00:00 +0100,32934,88.5,49.7
Possession,,70,4258,1,1,10560,58,49,data/epl,2017-09-11 20:00:00 +0100,32934,71.5,90.0
Defense,,70,4216,4,1,10955,16,49,data/epl,2017-09-11 20:00:00 +0100,32934,68.7,95.4
Defense,,70,4216,4,0,7969,16,309,data/epl,2017-09-11 20:00:00 +0100,32934,31.3,4.6
,,79,4788,65,1,23637,48,309,data/epl,2017-09-11 20:00:00 +0100,32934,0.0,0.0
Defense,,79,4781,10,1,2948,41,49,data/epl,2017-09-11 20:00:00 +0100,32934,10.2,36.3
Possession,,79,4778,1,1,11309,38,309,data/epl,2017-09-11 20:00:00 +0100,32934,99.5,0.5
Possession,,79,4754,6,1,8206,14,309,data/epl,2017-09-11 20:00:00 +0100,32934,88.4,39.0
Possession,,79,4754,6,0,82,14,49,data/epl,2017-09-11 20:00:00 +0100,32934,11.6,61.0
Possession,,79,4751,61,0,2948,11,49,data/epl,2017-09-11 20:00:00 +0100,32934,21.4,62.1
Possession,,79,4749,61,0,10072,9,309,data/epl,2017-09-11 20:00:00 +0100,32934,81.0,33.6
Possession,,76,4605,1,1,10560,45,49,data/epl,2017-09-11 20:00:00 +0100,32934,99.5,0.5
Defense,,76,4606,10,1,8206,46,309,data/epl,2017-09-11 20:00:00 +0100,32934,3.0,54.9
Possession,,76,4567,6,0,10803,7,309,data/epl,2017-09-11 20:00:00 +0100,32934,1.7,59.4
Possession,,76,4567,6,1,10955,7,49,data/epl,2017-09-11 20:00:00 +0100,32934,98.3,40.6
Possession,,76,4565,1,0,10955,5,49,data/epl,2017-09-11 20:00:00 +0100,32934,97.0,74.7
Possession,,76,4562,1,1,10560,2,49,data/epl,2017-09-11 20:00:00 +0100,32934,56.6,90.6
Defense,,75,4540,4,1,10955,40,49,data/epl,2017-09-11 20:00:00 +0100,32934,57.4,87.6
Defense,,75,4540,4,0,10504,40,309,data/epl,2017-09-11 20:00:00 +0100,32934,42.6,12.4
Defense,,75,4524,10,1,87,24,49,data/epl,2017-09-11 20:00:00 +0100,32934,9.3,62.4
Possession,,75,4511,1,0,11309,11,309,data/epl,2017-09-11 20:00:00 +0100,32934,63.6,97.2
Possession,,84,5099,44,0,1174,59,49,data/epl,2017-09-11 20:00:00 +0100,32934,44.8,95.5
Possession,,84,5081,61,0,10955,41,49,data/epl,2017-09-11 20:00:00 +0100,32934,66.8,97.8
Possession,,84,5077,44,0,10504,37,309,data/epl,2017-09-11 20:00:00 +0100,32934,37.0,3.4
Possession,,83,4988,61,1,925,8,49,data/epl,2017-09-11 20:00:00 +0100,32934,55.0,98.1
Possession,,83,4985,44,0,10560,5,49,data/epl,2017-09-11 20:00:00 +0100,32934,59.8,96.6
Possession,,82,4922,1,0,1174,2,49,data/epl,2017-09-11 20:00:00 +0100,32934,89.1,87.8
Possession,,81,4906,61,0,8206,46,309,data/epl,2017-09-11 20:00:00 +0100,32934,60.0,68.2
Possession,,80,4841,61,0,10803,41,309,data/epl,2017-09-11 20:00:00 +0100,32934,60.7,98.1
Defense,,80,4836,7,1,1174,36,49,data/epl,2017-09-11 20:00:00 +0100,32934,11.1,17.8
Possession,,80,4833,1,1,11309,33,309,data/epl,2017-09-11 20:00:00 +0100,32934,99.5,99.5
Possession,,80,4817,6,1,10072,17,309,data/epl,2017-09-11 20:00:00 +0100,32934,92.4,53.9
Possession,,80,4817,6,0,925,17,49,data/epl,2017-09-11 20:00:00 +0100,32934,14.5,54.3
Defense,,80,4815,10,1,925,15,49,data/epl,2017-09-11 20:00:00 +0100,32934,10.0,52.0
Possession,,80,4814,44,0,8206,14,309,data/epl,2017-09-11 20:00:00 +0100,32934,89.0,60.6
Possession,,80,4812,1,0,12372,12,309,data/epl,2017-09-11 20:00:00 +0100,32934,73.8,94.8
Defense,0,89,5375,7,1,20871,35,309,data/epl,2017-09-11 20:00:00 +0100,32934,25.5,98.5
Possession,0,89,5361,44,0,10955,21,49,data/epl,2017-09-11 20:00:00 +0100,32934,72.2,29.4
Possession,0,89,5358,1,0,82,18,49,data/epl,2017-09-11 20:00:00 +0100,32934,5.1,42.1
Defense,0,88,5326,7,1,23637,46,309,data/epl,2017-09-11 20:00:00 +0100,32934,89.9,70.8
Possession,0,88,5323,1,0,11309,43,309,data/epl,2017-09-11 20:00:00 +0100,32934,97.3,87.2
Defense,0,88,5317,7,0,2948,37,49,data/epl,2017-09-11 20:00:00 +0100,32934,28.0,19.2
Possession,0,88,5301,61,1,729,21,49,data/epl,2017-09-11 20:00:00 +0100,32934,15.4,3.5
Possession,0,87,5274,1,0,15004,54,309,data/epl,2017-09-11 20:00:00 +0100,32934,4.9,48.7
Possession,0,87,5252,61,1,1174,32,49,data/epl,2017-09-11 20:00:00 +0100,32934,74.8,55.5
Possession,0,87,5250,44,0,1174,30,49,data/epl,2017-09-11 20:00:00 +0100,32934,73.8,49.0
Defense,0,87,5225,10,1,10560,5,49,data/epl,2017-09-11 20:00:00 +0100,32934,11.5,61.2
Defense,0,86,5219,45,0,544,59,49,data/epl,2017-09-11 20:00:00 +0100,32934,33.9,8.4
Possession,0,86,5217,61,1,15035,57,49,data/epl,2017-09-11 20:00:00 +0100,32934,45.8,6.5
Possession,0,86,5213,44,0,15035,53,49,data/epl,2017-09-11 20:00:00 +0100,32934,46.6,7.4
Possession,0,86,5209,1,0,10803,49,309,data/epl,2017-09-11 20:00:00 +0100,32934,78.6,85.3
Possession,0,86,5202,44,0,19189,42,309,data/epl,2017-09-11 20:00:00 +0100,32934,74.9,54.8
Possession,0,86,5181,44,0,19189,21,309,data/epl,2017-09-11 20:00:00 +0100,32934,90.4,44.6
Possession,0,86,5178,1,0,10504,18,309,data/epl,2017-09-11 20:00:00 +0100,32934,93.3,5.3
Possession,0,85,5150,44,0,10955,50,49,data/epl,2017-09-11 20:00:00 +0100,32934,49.8,41.8
Possession,0,85,5145,44,0,19189,45,309,data/epl,2017-09-11 20:00:00 +0100,32934,77.6,38.6
Possession,0,85,5138,1,1,15004,38,309,data/epl,2017-09-11 20:00:00 +0100,32934,13.9,55.5
Possession,0,85,5133,61,1,2948,33,49,data/epl,2017-09-11 20:00:00 +0100,32934,60.8,33.1
Possession,1,90,5652,61,0,729,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,94.9,1.0
Defense,1,90,5645,45,0,11309,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,39.9,85.5
Possession,1,90,5644,61,0,11309,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,36.9,76.6
Possession,1,90,5641,61,0,8206,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,39.2,79.3
Possession,1,90,5607,44,0,7969,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,26.6,5.8
Possession,1,90,5578,44,0,1174,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,66.2,94.7
Possession,1,90,5574,1,0,82,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,5.2,50.6
Possession,1,90,5507,61,0,10504,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,94.5,17.3
Possession,1,90,5498,1,0,10072,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,89.3,13.8
Defense,1,90,5469,10,1,905,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,18.5,47.3
Possession,1,90,5458,1,0,10803,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,81.9,97.5
Defense,1,90,5447,45,0,10955,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,56.8,62.3
Defense,1,90,5438,7,1,10803,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,21.6,81.3
Possession,1,90,5421,61,0,9470,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,77.7,22.5
Possession,1,90,5412,61,1,10955,0,49,data/epl,2017-09-11 20:00:00 +0100,32934,94.5,6.8
Possession,1,90,5408,61,1,10803,0,309,data/epl,2017-09-11 20:00:00 +0100,32934,3.0,95.7
