aa_player,aa_player_id,aa_player_team_id,aa_team,aa_team_id,action_area,action_area_id,action_area_injurytime_play,time_slice_id,time_slice_name,competition,kickoff,match_id
2,544,49,4,49,"
            ",3,0,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,7969,309,5,309,"
            ",15,0,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
2,11309,309,2,309,"
            ",14,0,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
2,10504,309,2,309,"
            ",13,0,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
2,729,49,6,49,"
            ",6,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,729,49,2,49,"
            ",4,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,8206,309,2,309,"
            ",10,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
2,544,49,2,49,"
            ",5,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,544,49,1,49,"
            ",3,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,10803,309,1,309,"
            ",11,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
2,15035,49,2,49,"
            ",17,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,10560,49,2,49,"
            ",16,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,82,49,2,49,"
            ",7,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,10504,309,2,309,"
            ",13,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,11309,309,5,309,"
            ",8,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,10803,309,5,309,"
            ",9,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,11309,309,1,309,"
            ",2,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,544,49,1,49,"
            ",1,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
1,20871,309,1,309,"
            ",12,1,18,85 - 90,data/epl,2017-09-11 20:00:00 +0100,32934
