gy,gz,mins,minsec,pass,player_id,secs,team,type,uid,competition,kickoff,match_id,loc_x,loc_y
51.7,0.6,76,4607,,1174,47,49,corner,1280533834,data/epl,2017-09-11 20:00:00 +0100,32934,97.7,48.7
