ap_itp_result,ap_itp_result_assists,ap_itp_result_completed,ap_itp_result_failed,ap_itp_result_headed,ap_itp_result_longball,ap_itp_result_team_id,ap_itp_result_through_ball,ap_itp_result_throw_ins,ap_result,ap_result_assists,ap_result_completed,ap_result_failed,ap_result_headed,ap_result_longball,ap_result_team_id,ap_result_through_ball,ap_result_throw_ins,assists,event,event_a,event_action_type,event_injurytime_play,event_k,event_mins,event_minsec,event_player_id,event_secs,event_team_id,event_throw_ins,event_type,headed,long_ball,time_slice_id,time_slice_name,competition,kickoff,match_id,end_x,end_y,start_x,start_y
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,19,1157,10504,17,309,1,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,74.1,7.6,73.8,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1139,11309,59,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,72.9,6.7,67.9,12.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1130,11309,50,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,66.0,4.1,59.1,17.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1128,10504,48,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,58.3,20.1,64.2,6.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1127,15280,47,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,64.9,6.1,64.4,12.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1121,7969,41,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,70.9,40.1,60.8,37.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1117,11309,37,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,52.7,47.2,56.8,89
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1113,8088,33,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,60.8,94.2,69.8,95.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1112,12372,32,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,69.8,95.1,63.7,90
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1111,11309,31,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,63.3,89.4,59.5,94.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1106,10072,26,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,60.4,93.5,55.5,84.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1103,8206,23,309,0,completed,true,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,47.1,73.6,40.8,62.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1038,20871,18,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,5.1,52.5,19.5,75.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1036,15004,16,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,19.5,75.6,8.8,50
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1033,7969,13,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,7.9,47.5,21.2,26.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1029,15004,9,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,21.7,26.4,12.4,51.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,1015,7969,55,309,0,completed,true,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,53.7,31.2,44.3,51.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,1011,905,51,49,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,2.4,40.9,14.8,25
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,1003,11309,43,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,43.8,69.4,36.7,74.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,958,7969,58,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,9.4,52.2,28.7,47
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,955,20871,55,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,30.1,49.7,34.5,70.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,953,8088,53,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,34.5,70.8,46.3,95.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,951,20871,51,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,46.3,95.9,44.2,79.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,948,7969,48,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,37.1,73.2,34.5,36.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,945,10504,45,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,34.5,26.1,41.2,5.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,941,7969,41,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,41.3,4.4,39.2,36.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,937,20871,37,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,34.4,45.4,32.8,72.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,933,11309,33,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,38.7,78.4,41.4,39.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,930,12372,30,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,40.6,36.0,48.3,41.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,929,11309,29,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,48.3,41.2,43,28.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,926,7969,26,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,39.7,18.5,44.4,3.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,920,11309,20,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,32.7,11.7,29.6,32.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,919,7969,19,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,29.5,34.3,28.6,24.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,915,15004,15,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,28.1,24.9,17.7,58.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,15,910,8088,10,309,0,completed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,18.7,70.3,43.1,94.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,19,1192,10072,52,309,0,failed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,74.7,52.7,73.2,53
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1133,10504,53,309,0,failed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,67.2,7.3,66.3,4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1108,11309,28,309,0,failed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,66.2,94.5,64.4,96.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,18,1101,87,21,49,0,failed,true,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,77.5,38.8,69.1,36.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1065,10560,45,49,0,failed,true,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,40.5,93.8,26,92.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1061,10504,41,309,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,69.9,15.6,30.5,24
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1055,905,35,49,0,failed,true,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,70.2,49.5,42.3,45.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1053,20871,33,309,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,55.3,57.2,29.3,50.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1051,729,31,49,0,failed,true,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,66.0,45.2,51.7,42.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1048,15004,28,309,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,48.4,60.3,13.3,36.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,17,1020,10560,0,49,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,89.7,72.0,44.2,88.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,1012,82,52,49,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,58.2,50.1,2.4,40.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,1007,10072,47,309,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,87.1,75.6,57.8,92.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,1000,20871,40,309,0,failed,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,31.8,88.0,10.6,96
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,16,964,15004,4,309,0,failed,,true,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,51.9,73.2,14.3,48.1
,,,,,,,,,1/7,0,1,6,0,0,49,0,0,,,,,,,,,,,,,,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,43/52,0,43,9,0,0,309,0,2,,,,,,,,,,,,,,,,4,15 - 20,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1482,10560,42,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,60.9,90.5,65.2,97.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1480,10955,40,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,65.2,97.2,51.6,97.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1479,925,39,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,48.5,96.9,41.3,83
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1476,905,36,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,41.3,82.9,33.8,52.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1475,729,35,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,33.8,52.2,44.4,26.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1472,544,32,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,44.6,26.5,55.6,6.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1468,10955,28,49,0,completed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,55.6,6.2,63,95.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1465,10560,25,49,1,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,64.6,96.2,71.9,100
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1450,583,10,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,63.4,96.9,57.2,89.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1448,10560,8,49,1,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,57.9,88.9,60.4,100
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1423,2948,43,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,70.0,96.6,58.3,75.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1419,729,39,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,58.0,69.1,55.9,54.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1418,925,38,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,55.9,54.6,40.1,79.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1416,2948,36,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,40.1,79.3,55,96
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1412,87,32,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,55.0,95.9,78.6,97.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1406,905,26,49,0,completed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,82.9,88.4,56.6,36.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1399,544,19,49,0,completed,true,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,86.9,6.7,76.3,3.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1358,583,38,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,90.7,6.1,86.7,13.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1350,729,30,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,83.7,32.5,70.9,10.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1349,544,29,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,70.9,10.6,80.6,4.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1345,10955,25,49,0,completed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,84.5,5.3,66.8,51.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1337,583,17,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,75.6,76.4,73.7,62
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1336,10560,16,49,0,completed,true,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,73.7,61.8,65.5,76.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1330,10504,10,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,30.6,48.8,26.2,41.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1321,2948,1,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,42.3,87.5,53.7,50.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1286,7969,26,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,44.6,14.6,26.5,7.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1287,15280,27,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,59.2,1.6,44.6,14.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1283,11309,23,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,26.3,5.5,28.9,38.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1281,15004,21,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,28.9,38.3,4.7,45.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1278,7969,18,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,5.1,45.5,25.4,43.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1277,20871,17,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,25.4,43.1,25.3,57.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1272,2074,12,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,25.3,57.5,37.1,95.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1270,20871,10,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,36.8,95.6,33.7,68.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1269,7969,9,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,32.3,64.0,35.9,34.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1266,11309,6,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,35.2,33.0,45.7,30.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1265,10072,5,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,46.5,25.6,47.3,14.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,21,1263,15280,3,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,47.2,13.4,53.7,16.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1258,7969,58,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,57.1,38.2,42.5,32.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1254,11309,54,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,38.3,33.6,37.2,67
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1252,2074,52,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,39.8,72.6,37.8,87.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1249,8088,49,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,40.0,92.1,59,97.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1248,12372,48,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,59.0,97.2,54.4,89.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1244,2074,44,309,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,45.4,70.0,44.1,86.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1239,15004,39,309,0,completed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,26.8,90.8,5.3,52.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1227,925,27,49,0,completed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,68.1,41.2,29.1,53.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1225,905,25,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,29.1,53.7,27,37.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1211,2948,11,49,0,completed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,44.5,16.2,29.8,5.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,24,1454,10560,14,49,0,failed,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,72.1,95.4,68.6,97.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,23,1427,12372,47,309,0,failed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,53.1,0.0,13.3,28.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1333,729,13,49,0,failed,true,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,75.8,57.8,57.6,36.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1331,11309,11,309,0,failed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,40.0,64.5,30.8,50
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1329,87,9,49,0,failed,true,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,75.3,59.4,71.9,40.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,22,1325,925,5,49,0,failed,,true,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,69.9,43.3,41.7,86.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,20,1230,87,30,49,0,failed,true,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,79.1,46.8,67.5,41.7
,,,,,,,,,27/32,0,27,5,0,0,49,0,2,,,,,,,,,,,,,,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,20/22,0,20,2,0,0,309,0,0,,,,,,,,,,,,,,,,5,20 - 25,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,28,1689,544,9,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,74.4,12.5,61.5,2.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,28,1687,729,7,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,62.4,2.5,54,26.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,28,1685,87,5,49,0,completed,true,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,53.3,30.6,61.6,42.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,28,1681,2948,1,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,68.2,43.9,54.4,71.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1678,10560,58,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,52.9,73.0,56.2,93
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1674,925,54,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,58.0,94.8,41.6,63.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1671,544,51,49,0,completed,,true,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,40.5,64.0,56.5,3.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1668,583,48,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,59.5,2.8,58,6.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1667,544,47,49,1,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,58.1,6.5,64.3,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1645,2074,25,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,4.1,65.7,6.3,95.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1638,583,18,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,34.1,3.2,39.5,9.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1634,9470,14,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,42.1,31.0,36.2,35.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1620,10504,0,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,78.2,2.8,75.5,7.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1615,8206,55,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,58.6,4.1,63.5,11.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1614,15280,54,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,63.1,13.7,62.8,5.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1609,10504,49,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,47.1,13.8,43.4,3.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1608,15280,48,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,43.4,3.5,45.5,14.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1606,11309,46,309,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,45.5,14.3,34.5,31.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1601,87,41,49,0,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,59.8,71.7,66.5,96
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1599,10560,39,49,1,completed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,66.5,96.0,44.2,100
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1571,925,11,49,0,completed,true,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,40.4,67.9,32.6,55.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1648,15004,28,309,0,failed,,true,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,39.6,100.0,4.1,65.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,27,1640,729,20,49,0,failed,,true,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,90.4,3.8,34.1,3.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1573,12372,13,309,0,failed,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,66.5,0.0,54.2,34.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1572,2948,12,49,0,failed,true,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,47.6,62.9,37.2,64.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,26,1571,15004,11,309,0,failed,,true,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,66.2,33.9,11.2,52.4
,,,,,,,,,14/16,0,14,2,0,0,49,0,2,,,,,,,,,,,,,,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,7/10,0,7,3,0,0,309,0,0,,,,,,,,,,,,,,,,6,25 - 30,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2055,12372,15,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,44.2,12.8,47.8,35.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2054,11309,14,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,47.2,35.1,53.3,24.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2053,12372,13,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,53.3,24.6,47.1,35.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2051,10072,11,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,47.1,35.5,56.4,38.3
