ap_itp_result,ap_itp_result_assists,ap_itp_result_completed,ap_itp_result_failed,ap_itp_result_headed,ap_itp_result_longball,ap_itp_result_team_id,ap_itp_result_through_ball,ap_itp_result_throw_ins,ap_result,ap_result_assists,ap_result_completed,ap_result_failed,ap_result_headed,ap_result_longball,ap_result_team_id,ap_result_through_ball,ap_result_throw_ins,assists,event,event_a,event_action_type,event_injurytime_play,event_k,event_mins,event_minsec,event_player_id,event_secs,event_team_id,event_throw_ins,event_type,headed,long_ball,time_slice_id,time_slice_name,competition,kickoff,match_id,end_x,end_y,start_x,start_y
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2050,12372,10,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,56.4,38.3,47.4,32.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2047,7969,7,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,47.0,30.0,51.1,8.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2044,11309,4,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,53.1,12.5,64.6,21.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2043,7969,3,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,64.6,21.2,53.8,20.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2041,12372,1,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,51.8,20.9,55,27.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2038,11309,58,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,55.5,35.5,60.2,33.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2036,12372,56,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,60.2,29.5,58.6,36.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2035,11309,55,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,58.6,36.1,60.3,30.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2032,8088,52,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,59.8,22.8,62.6,14.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2025,7969,45,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,58.5,4.7,35,26.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2016,8206,36,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,43.9,71.4,53.5,80.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2014,8088,34,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,56.3,80.2,47.1,91.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,1997,9470,17,49,0,completed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,63.4,90.9,57.7,65.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,1989,10072,9,309,0,completed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,44.8,37.1,39,43.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,1986,7969,6,309,0,completed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,39.0,43.4,21.3,44.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1979,544,59,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,28.6,40.7,39.8,31.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1978,729,58,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,40.4,31.5,33.9,55.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1974,9470,54,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,33.9,55.8,52.2,84.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1973,10560,53,49,0,completed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,52.3,83.9,60.7,96.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1948,2948,28,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,77.3,98.1,69.1,95.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1946,10560,26,49,1,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,69.0,95.6,76.9,100
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1915,2948,55,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,74.1,3.4,64.8,24.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1910,583,50,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,71.1,38.5,61.3,32.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1909,87,49,49,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,61.3,32.7,54.4,33.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1906,905,46,49,0,completed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,57.7,35.2,36.7,21.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1865,15004,5,309,0,completed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,26.3,91.7,22,41.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1856,10504,56,309,1,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,64.4,2.8,46.8,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1839,10504,39,309,1,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,41.2,2.6,29.5,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1820,925,20,49,0,completed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,70.9,82.7,55.1,63.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1815,20871,15,309,0,completed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,8.8,55.7,21.9,75.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,34,2060,7969,20,309,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,79.4,60.6,48.8,18.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,2019,12372,39,309,0,failed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,57.9,27.6,46.5,67.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,1994,20871,14,309,0,failed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,42.5,28.5,27.1,57.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,1991,925,11,49,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,73.9,40.4,54.1,62.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,33,1985,729,5,49,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,78.7,55.1,36.9,26.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1969,10504,49,309,1,failed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,43.7,2.8,28,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1950,10504,30,309,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,35.8,3.4,23.1,1.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1924,10504,4,309,0,failed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,28.6,0.0,16.3,17
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,32,1920,583,0,49,0,failed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,92.9,64.9,93.6,73.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1912,10955,52,49,0,failed,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,72.4,35.2,70.9,38.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1868,2074,8,309,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,28.5,94.7,25.9,92.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,31,1861,10560,1,49,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,78.5,60.0,37.4,95.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1858,8206,58,309,0,failed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,67.1,2.9,64,3.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1840,8206,40,309,0,failed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,48.1,2.5,41.2,2.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1822,583,22,49,0,failed,true,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,70.5,100.0,71.7,84.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,30,1817,15004,17,309,0,failed,,true,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,44.1,36.0,12.7,41.9
,,,,,,,,,12/18,0,12,6,0,0,49,0,1,,,,,,,,,,,,,,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,22/32,0,22,10,0,0,309,0,3,,,,,,,,,,,,,,,,7,30 - 35,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,39,2369,10560,29,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,87.0,97.8,82,95.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,39,2364,10955,24,49,0,completed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,82.2,96.0,78.9,84.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,39,2361,905,21,49,0,completed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,78.9,84.8,55.1,16.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2336,729,56,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,69.6,3.2,55.6,4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2330,20871,50,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,46.8,79.4,17.3,81.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2327,2074,47,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,17.3,81.8,29.6,94.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2325,20871,45,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,29.6,94.7,18.9,75.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2321,15004,41,309,0,completed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,14.3,73.8,11.7,24.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2316,7969,36,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,10.8,38.8,29.3,20.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2314,15004,34,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,29.3,20.9,15,42.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2310,7969,30,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,15.0,42.4,29.7,7.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2307,10504,27,309,1,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,32.2,3.4,47,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2285,87,5,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,52.9,68.2,56.2,57.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2280,82,0,49,0,completed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,56.2,57.6,2.9,38.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2278,729,58,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,2.9,38.2,15.8,9.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2269,2074,49,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,40.0,74.7,39.4,94.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2267,20871,47,309,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,39.4,94.7,36.3,63.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2262,7969,42,309,0,completed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,31.2,51.3,39.7,33.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2252,905,32,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,4.9,50.9,31.1,65.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2249,925,29,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,31.1,65.8,32.7,39.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2248,905,28,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,32.7,39.5,35.9,62.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2246,2948,26,49,0,completed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,36.7,63.1,45,80.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2245,905,25,49,0,completed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,45.0,80.8,41.7,65.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2236,2948,16,49,0,completed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,93.6,76.1,62.7,49.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2234,544,14,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,62.7,49.3,62.5,23
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2231,925,11,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,60.7,19.5,77.5,7
,,,,,,,,,,,,,,,,,,true,"
            ",,Possession,,1,36,2191,544,31,49,1,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,78.2,23.6,91.4,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,36,2178,9470,18,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,87.1,6.2,81.3,14.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,36,2176,729,16,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,80.2,18.8,65.8,14.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,36,2175,544,15,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,65.9,14.7,77.1,6.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,36,2173,729,13,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,77.1,6.7,59,4.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,36,2168,2948,8,49,0,completed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,58.3,3.8,36.7,46.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,36,2164,905,4,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,35.1,46.7,55.9,15
,,,,,,,,,,,,,,,,,,true,"
            ",,Possession,,1,35,2115,10955,15,49,0,completed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,68.4,68.7,75.6,59.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,35,2114,87,14,49,0,completed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,75.6,59.1,62.7,59.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2332,15280,52,309,0,failed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,52.1,92.1,46.8,79.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,38,2287,9470,7,49,0,failed,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,48.4,100.0,52.9,68.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2272,12372,52,309,0,failed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,86.5,89.6,40.5,76.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2258,82,38,49,0,failed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,62.4,65.4,5.1,47.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2241,11309,21,309,0,failed,,true,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,60.4,34.2,22.3,25.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,37,2241,729,21,49,0,failed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,79.1,67.5,93.6,76.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,,,35,2156,544,56,49,0,failed,true,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,89.1,54.9,76,46.7
,,,,,,,,,24/28,0,24,4,0,0,49,0,1,,,,,,,,,,,,,,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,11/14,0,11,3,0,0,309,0,1,,,,,,,,,,,,,,,,8,35 - 40,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2661,8088,21,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,65.6,60.2,71.2,78.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2658,12372,18,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,71.1,78.4,70.7,62.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2644,11309,4,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,82.9,96.8,72,98.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2643,8088,3,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,71.4,98.0,68.7,94.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2642,8206,2,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,66.4,89.1,69.7,93.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2641,8088,1,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,69.7,93.8,67.6,88.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,43,2637,729,57,49,0,completed,true,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,25.3,2.0,19.9,8.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,43,2638,8206,58,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,67.6,88.9,68.1,96.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,43,2631,20871,51,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,44.8,94.2,46.3,69.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,42,2547,15004,27,309,0,completed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,63.6,64.5,4.4,42.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,42,2545,12372,25,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,2.8,49.4,17.9,56.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,41,2476,729,16,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,69.0,49.1,60.2,37.3
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,41,2470,9470,10,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,45.5,37.1,47.8,80.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,41,2468,925,8,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,48.0,80.6,43,90.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2457,925,57,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,68.9,97.5,52.1,85.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2449,729,49,49,0,completed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,28.4,76.7,32.4,17.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2446,905,46,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,32.4,17.6,21.6,43.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2431,2074,31,309,0,completed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,2.3,71.7,33.7,90
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2427,12372,27,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,47.0,93.9,58.4,94.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2426,2074,26,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,58.4,94.8,46.7,90.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2424,8206,24,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,47.1,89.9,54.2,78.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2418,20871,18,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,45.7,65.8,38.7,61.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2415,2948,15,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,64.2,42.7,57,38
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2410,905,10,49,0,completed,true,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,55.2,53.9,42.5,45.5
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2404,12372,4,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,4.5,38.9,18.2,53
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2402,15004,2,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,17.9,53.4,4.8,41.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2401,12372,1,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,7.0,42.7,18.7,54.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,44,2662,12372,22,309,0,failed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,68.2,67.9,65.6,60.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,43,2638,544,58,49,0,failed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,31.1,5.8,25.4,2.9
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,43,2633,2074,53,309,0,failed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,80.1,86.3,45.4,95.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,41,2465,12372,5,309,0,failed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,56.6,6.1,20.1,2.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2435,15004,35,309,0,failed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,79.3,59.4,2.3,71.7
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,0,,40,2405,15004,5,309,0,failed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,55.3,55.8,4.5,38.9
,,,,,,,,,9/10,0,9,1,0,0,49,0,0,,,,,,,,,,,,,,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,18/23,0,18,5,0,0,309,0,0,,,,,,,,,,,,,,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,,,,
,,,,,,,,,,,,,,,,,,true,"
            ",,Possession,1,1,45,2809,8088,0,309,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,80.5,29.1,66.7,55.1
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2799,544,0,49,1,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,67.8,11.3,56.2,0
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2787,2074,0,309,1,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,57.8,97.5,37.2,100
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2769,2074,0,309,1,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,46.9,93.2,27.7,100
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2748,729,0,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,51.6,4.0,41.3,27.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2746,2948,0,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,41.5,27.6,37.8,63.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2743,925,0,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,39.5,64.6,25.4,91.8
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2738,82,0,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,25.4,92.0,18.3,55.4
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2732,925,0,49,0,completed,,true,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,13.6,63.7,42.8,96.6
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2729,10560,0,49,0,completed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,45.1,94.5,68.8,96.2
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2726,2948,0,49,0,completed,true,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,69.4,95.4,67,72
,,,,,,,,,,,,,,,,,,,"
            ",,Possession,1,,45,2805,87,0,49,0,failed,,,9,40 - 45,data/epl,2017-09-11 20:00:00 +0100,32934,54.4,18.5,60,12
